CRASH DATE,CRASH TIME,ZIP CODE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2021-06-09,1900-01-01 00:46:00,10039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-09,1900-01-01 09:30:00,10029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,7,9,9,7
2021-06-09,1900-01-01 23:00:00,11213.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5,10,6,4,2,3,3,9,9,7
2021-06-09,1900-01-01 18:50:00,10018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-09,1900-01-01 19:13:00,10011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,6,4,2,9,3,9,9,7
2021-06-09,1900-01-01 18:05:00,11434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,3,9,7
2021-06-09,1900-01-01 13:40:00,10467.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,6,4,2,3,0,9,9,7
2021-06-09,1900-01-01 05:55:00,11238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-09,1900-01-01 17:05:00,11369.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,6,4,2,3,9,9,9,7
2021-06-09,1900-01-01 04:40:00,10034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-09,1900-01-01 17:13:00,10310.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,9,9,9,9,7
2021-06-09,1900-01-01 17:45:00,11201.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,10,6,4,2,0,4,9,9,7
2021-06-09,1900-01-01 11:00:00,11233.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,2,6,4,2,3,3,9,9,7
2021-06-09,1900-01-01 15:10:00,10023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-09,1900-01-01 02:30:00,10009.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-09,1900-01-01 15:10:00,10014.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,10,6,4,2,0,9,9,9,7
2021-06-09,1900-01-01 18:44:00,10034.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-09,1900-01-01 21:00:00,11415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 14:50:00,11379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 17:56:00,10462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 21:35:00,10451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 16:42:00,10470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,1,3,9,7
2021-06-10,1900-01-01 08:00:00,11435.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3,2,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 15:28:00,11361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,7,9,9,7
2021-06-10,1900-01-01 18:15:00,10027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,6,4,2,3,4,9,9,7
2021-06-10,1900-01-01 12:30:00,11435.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,10,6,4,2,3,7,9,9,7
2021-06-10,1900-01-01 16:18:00,10456.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 17:39:00,10029.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,9,9,9,9,7
2021-06-10,1900-01-01 13:00:00,10002.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,7,9,9,7
2021-06-10,1900-01-01 18:42:00,11374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 19:11:00,11208.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 13:15:00,11103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 20:34:00,10452.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,10,6,4,2,3,3,3,9,7
2021-06-10,1900-01-01 12:47:00,11216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,7,3,3,9,7
2021-06-10,1900-01-01 23:00:00,10025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 14:00:00,11356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,10,6,4,2,7,3,9,9,7
2021-06-10,1900-01-01 15:30:00,11106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,0,9,9,7
2021-06-10,1900-01-01 09:10:00,11231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 14:06:00,11385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 10:23:00,11385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 00:55:00,11213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 04:00:00,11434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 14:50:00,11357.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,0,9,9,7
2021-06-10,1900-01-01 12:58:00,11230.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,10,6,4,2,6,3,9,9,7
2021-06-10,1900-01-01 07:10:00,11211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,7,9,9,7
2021-06-10,1900-01-01 18:17:00,10460.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 06:55:00,11207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 20:00:00,10034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 15:15:00,11211.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,2,9,9,7
2021-06-10,1900-01-01 12:55:00,10451.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 11:07:00,11207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 20:36:00,11223.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 09:35:00,11214.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 12:50:00,10011.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,2,9,9,9,7
2021-06-10,1900-01-01 18:15:00,11249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 19:23:00,11103.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,10,6,4,2,0,9,9,9,7
2021-06-10,1900-01-01 08:04:00,11207.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,10,6,4,2,7,3,9,9,7
2021-06-10,1900-01-01 21:57:00,11218.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,10,6,4,2,3,0,9,9,7
2021-06-10,1900-01-01 15:30:00,10036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 09:28:00,10035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,7,3,3,3,7
2021-06-10,1900-01-01 16:40:00,11206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 09:16:00,10013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,7,9,9,7
2021-06-10,1900-01-01 18:30:00,11225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 08:25:00,10474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 07:29:00,11212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 11:05:00,10009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 16:15:00,10305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 16:07:00,11218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,6,4,2,3,3,3,9,7
2021-06-10,1900-01-01 17:13:00,11204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 12:10:00,10452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 12:00:00,10452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 20:13:00,11430.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,6,4,2,3,7,9,9,7
2021-06-10,1900-01-01 10:00:00,10013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 17:39:00,11233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,0,9,9,9,7
2021-06-10,1900-01-01 21:00:00,10460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 21:20:00,11206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,9,3,9,9,7
2021-06-10,1900-01-01 13:12:00,11211.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,1,0,9,9,7
2021-06-10,1900-01-01 19:00:00,11207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 00:09:00,11226.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,0,3,9,9,7
2021-06-10,1900-01-01 13:10:00,11226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 19:17:00,11233.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 15:05:00,11691.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 16:56:00,10022.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,6,9,9,7
2021-06-10,1900-01-01 23:12:00,10463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,6,9,9,9,7
2021-06-10,1900-01-01 06:00:00,11373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 08:30:00,11229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,1,3,9,9,7
2021-06-10,1900-01-01 11:00:00,11215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,7,3,9,9,7
2021-06-10,1900-01-01 13:30:00,11434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 17:55:00,11378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 08:33:00,11212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 07:25:00,11420.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,9,9,9,9,7
2021-06-10,1900-01-01 19:41:00,10013.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,6,4,2,3,0,3,9,7
2021-06-10,1900-01-01 20:38:00,11378.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 09:56:00,10466.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,7,7,3,9,7
2021-06-10,1900-01-01 14:42:00,11419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 17:39:00,10035.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,10,6,4,2,3,0,9,9,7
2021-06-10,1900-01-01 06:14:00,10454.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 18:16:00,11354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 15:15:00,11201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 00:00:00,11385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 10:30:00,11203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 23:15:00,10467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,3,9,7
2021-06-10,1900-01-01 15:45:00,11105.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 09:49:00,10013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,7,3,9,9,7
2021-06-10,1900-01-01 18:50:00,11234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 17:38:00,11231.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,10,6,4,2,3,0,9,9,7
2021-06-10,1900-01-01 13:25:00,11414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 19:35:00,11373.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,6,6,4,2,3,4,9,9,7
2021-06-10,1900-01-01 20:54:00,10306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 09:15:00,11207.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3,2,6,4,2,6,3,9,9,7
2021-06-10,1900-01-01 18:45:00,11208.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 23:34:00,11418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 17:23:00,11219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 19:36:00,10034.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,9,9,9,9,7
2021-06-10,1900-01-01 00:01:00,10460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,6,4,2,3,3,3,9,7
2021-06-10,1900-01-01 13:53:00,11377.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 11:15:00,10036.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 06:15:00,10011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,1,3,9,9,7
2021-06-10,1900-01-01 08:50:00,10018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,6,4,2,3,7,9,9,7
2021-06-10,1900-01-01 12:05:00,10011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 17:00:00,10036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,7,9,9,7
2021-06-10,1900-01-01 19:20:00,10456.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,9,8,9,9,7
2021-06-10,1900-01-01 10:55:00,10460.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 15:55:00,11101.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 20:30:00,11432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,6,4,2,9,9,9,9,7
2021-06-10,1900-01-01 13:45:00,10457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 14:05:00,10458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-10,1900-01-01 16:44:00,11101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,4,9,9,9,7
2021-06-10,1900-01-01 14:30:00,10456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,1,7,9,9,7
2021-06-10,1900-01-01 22:10:00,11221.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 14:50:00,10019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,9,3,9,9,7
2021-06-10,1900-01-01 22:00:00,11101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,6,4,2,3,6,3,9,7
2021-06-10,1900-01-01 07:00:00,10023.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,1,9,9,9,7
2021-06-10,1900-01-01 06:00:00,10026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-10,1900-01-01 16:20:00,11435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 21:18:00,10019.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,6,9,9,9,7
2021-06-11,1900-01-01 13:27:00,10002.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 21:30:00,11226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 15:00:00,11234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 07:10:00,10452.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 00:41:00,11217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 21:00:00,11417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,3,3,7
2021-06-11,1900-01-01 21:53:00,11234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 02:50:00,11229.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,10,6,4,2,0,3,9,9,7
2021-06-11,1900-01-01 19:25:00,11354.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,7,3,9,9,7
2021-06-11,1900-01-01 01:50:00,11370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,3,3,3
2021-06-11,1900-01-01 07:00:00,11357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,3,9,7
2021-06-11,1900-01-01 15:40:00,11225.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,1,3,9,9,7
2021-06-11,1900-01-01 15:28:00,11206.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 01:32:00,10029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,6,4,2,3,2,9,9,7
2021-06-11,1900-01-01 04:00:00,11233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 18:45:00,10016.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 00:15:00,11420.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3,10,6,4,2,3,3,3,9,7
2021-06-11,1900-01-01 15:00:00,10452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 02:48:00,11377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 17:35:00,11355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 12:17:00,10128.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,2,6,4,2,3,2,9,9,7
2021-06-11,1900-01-01 09:15:00,10003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 20:00:00,11416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 19:00:00,10027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,6,4,9,9,7
2021-06-11,1900-01-01 20:20:00,10475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 04:40:00,11208.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,9,3,3,9,7
2021-06-11,1900-01-01 22:05:00,11236.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,10,6,4,2,3,3,3,9,7
2021-06-11,1900-01-01 02:35:00,10463.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,10,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 10:22:00,11377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 10:00:00,11415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 00:52:00,10002.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,6,4,2,6,0,9,9,7
2021-06-11,1900-01-01 19:08:00,11205.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,2,3,9,9,7
2021-06-11,1900-01-01 18:34:00,11211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 12:30:00,11236.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,10,6,4,2,3,3,3,3,3
2021-06-11,1900-01-01 06:10:00,11417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 22:30:00,11413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 19:00:00,11373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 11:00:00,11207.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,10,6,4,2,3,3,9,9,7
2021-06-11,1900-01-01 06:30:00,11209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,9,9,9,7
2021-06-11,1900-01-01 16:45:00,11221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,3,1,9,9,7
2021-06-11,1900-01-01 11:40:00,10032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,6,4,2,0,3,9,9,7
